multiplier,anchor_config,common_basket_tasks,proxy_budget_construction,attempts,conditional_successful_spend_usd,config,failures,model,pass_rate,pass_rate_rank,proxy_failure_charge_cpsc_rank,proxy_failure_charge_cpsc_usd,proxy_failure_charge_reliability_tax_share,proxy_failure_charge_reliability_tax_usd,reasoning_effort,successes,task_coverage_rate,total_proxy_failure_charge_usd
0.5,mini_swe_agent_gpt_5_6_sol_max,97,median_anchor_success_spend_by_task,387,5.459843703571429,mini_swe_agent_claude_sonnet_4_6_high,261,claude-sonnet-4-6,0.32558139534883723,36.0,33.0,13.773176030952383,0.6035886210049481,8.313332327380953,high,126,0.6082474226804123,1735.4201799000002
0.5,mini_swe_agent_gpt_5_6_sol_max,97,median_anchor_success_spend_by_task,388,7.552894170453718,mini_swe_agent_claude_sonnet_5_high,187,claude-sonnet-5,0.5180412371134021,26.0,29.0,11.178400880652724,0.32433142708935536,3.625506710199005,high,201,0.8247422680412371,2246.8585770111977
0.5,mini_swe_agent_gpt_5_6_sol_max,97,median_anchor_success_spend_by_task,385,1.896878559448819,mini_swe_agent_claude_sonnet_5_low,258,claude-sonnet-5,0.32987012987012987,35.0,28.0,10.736728407874017,0.8233280672297065,8.839849848425198,low,127,0.6082474226804123,1363.5645078
0.5,mini_swe_agent_gpt_5_6_sol_max,97,median_anchor_success_spend_by_task,380,27.47945433541667,mini_swe_agent_claude_sonnet_5_max,164,claude-sonnet-5,0.5684210526315789,20.0,39.0,30.457864569212965,0.09778788749382303,2.9784102337962963,max,216,0.8144329896907216,6578.898746950001
0.5,mini_swe_agent_gpt_5_6_sol_max,97,median_anchor_success_spend_by_task,386,3.985483577218935,mini_swe_agent_claude_sonnet_5_medium,217,claude-sonnet-5,0.4378238341968912,30.0,24.0,9.412773484023669,0.5765877523788807,5.4272899068047336,medium,169,0.7010309278350515,1590.7587188
0.5,mini_swe_agent_gpt_5_6_sol_max,97,median_anchor_success_spend_by_task,387,12.485041685714284,mini_swe_agent_claude_sonnet_5_xhigh,177,claude-sonnet-5,0.5426356589147286,23.0,36.0,15.723065495238096,0.20594099862424925,3.2380238095238094,xhigh,210,0.8041237113402062,3301.843754
0.5,mini_swe_agent_gpt_5_6_sol_max,97,median_anchor_success_spend_by_task,387,13.179198641666666,mini_swe_agent_gemini_3_1_pro_preview_high,339,gemini-3-1-pro-preview,0.12403100775193798,40.0,40.0,43.20932740208334,0.6949918123226506,30.03012876041667,high,48,0.28865979381443296,2074.0477153
0.5,mini_swe_agent_gpt_5_6_sol_max,97,median_anchor_success_spend_by_task,388,6.694296028246754,mini_swe_agent_gemini_3_5_flash_medium,234,gemini-3-5-flash,0.39690721649484534,31.0,32.0,13.457612835064936,0.502564376736697,6.763316806818183,medium,154,0.6804123711340206,2072.4723766
0.5,mini_swe_agent_gpt_5_6_sol_max,97,median_anchor_success_spend_by_task,388,2.453992050331126,mini_swe_agent_glm_5_2_high,237,glm-5-2,0.38917525773195877,33.0,23.0,9.361076550331127,0.7378515134304374,6.9070845,high,151,0.711340206185567,1413.5225591
0.5,mini_swe_agent_gpt_5_6_sol_max,97,median_anchor_success_spend_by_task,386,3.951605798723404,mini_swe_agent_glm_5_2_max,198,glm-5-2,0.48704663212435234,28.0,19.0,8.297074093936171,0.523735023457077,4.345468295212767,max,188,0.8350515463917526,1559.84992966
0.5,mini_swe_agent_gpt_5_6_sol_max,97,median_anchor_success_spend_by_task,388,5.99526787385321,mini_swe_agent_gpt_5_4_xhigh,170,gpt-5-4,0.5618556701030928,21.5,22.0,9.161756071100918,0.3456202252792796,3.166488197247707,xhigh,218,0.8247422680412371,1997.2628235
