attempts,comparison_panel_configurations,conditional_failed_spend_usd,conditional_successful_spend_usd,config,failures,harness,imputed_cost_rows,mean_cost_per_attempt_usd,model,observed_cost_rows,pass_rate,pass_rate_rank,provider,rank_displacement,realized_cpsc_rank,realized_cpsc_usd,realized_reliability_tax_share,realized_reliability_tax_usd,reasoning_effort,stratum,successes,target_family_configurations,target_model_family,task_coverage_rate,tasks_in_stratum,tasks_with_any_success,total_cost_usd
72,40,11.653920205882354,8.372560149999998,mini_swe_agent_gemini_3_1_pro_preview_high,68,mini-swe-agent,0,11.471622425,gemini-3-1-pro-preview,72,0.05555555555555555,1.0,vertex_ai,0.0,1.0,206.48920365,0.9594527946158796,198.1166435,high,rare,4,1,gemini-3-1-pro-preview,0.16666666666666666,18,3,825.9568146
120,40,8.296327612068966,22.648450999999998,mini_swe_agent_gemini_3_1_pro_preview_high,116,mini-swe-agent,0,8.774731725,gemini-3-1-pro-preview,120,0.03333333333333333,1.0,vertex_ai,0.0,1.0,263.24195175,0.913963367732856,240.59350075,high,contested,4,1,gemini-3-1-pro-preview,0.13333333333333333,30,4,1052.967807
259,40,8.661636327102803,12.081114666666666,mini_swe_agent_gemini_3_1_pro_preview_high,214,mini-swe-agent,0,9.255754185328184,gemini-3-1-pro-preview,259,0.17374517374517376,1.0,vertex_ai,0.0,1.0,53.272007422222224,0.773218332642988,41.19089275555555,high,common,45,1,gemini-3-1-pro-preview,0.38461538461538464,65,25,2397.240334
76,40,9.38475554296875,10.2671825875,mini_swe_agent_gemini_3_5_flash_medium,64,mini-swe-agent,0,9.524086128947369,gemini-3-5-flash,76,0.15789473684210525,1.0,vertex_ai,0.0,1.0,60.31921215,0.8297858638808497,50.052029562499996,medium,rare,12,1,gemini-3-5-flash,0.5263157894736842,19,10,723.8305458
128,40,6.753606439285715,6.91039221,mini_swe_agent_gemini_3_5_flash_medium,98,mini-swe-agent,0,6.790353104296876,gemini-3-5-flash,128,0.234375,1.0,vertex_ai,0.0,1.0,28.972173245000004,0.7614817448603863,22.061781035000003,medium,contested,30,1,gemini-3-5-flash,0.53125,32,17,869.1651973500001
248,40,7.669968039669421,6.279075318897638,mini_swe_agent_gemini_3_5_flash_medium,121,mini-swe-agent,0,6.957696364112903,gemini-3-5-flash,248,0.5120967741935484,1.0,vertex_ai,0.0,1.0,13.586682663779529,0.537850741473715,7.307607344881889,medium,common,127,1,gemini-3-5-flash,0.7741935483870968,62,48,1725.5086983
72,39,3.6834412332203392,3.2577323107692306,mini_swe_agent_glm_5_2_high,59,mini-swe-agent,0,3.6065771222222223,glm-5-2,72,0.18055555555555555,1.0,zai,0.0,1.0,19.974888676923076,0.8369086124353285,16.717156366153848,high,rare,13,2,glm-5-2,0.4444444444444444,18,8,259.6735528
72,39,4.741299584126984,6.0314334177777775,mini_swe_agent_glm_5_2_max,63,mini-swe-agent,0,4.902566313333334,glm-5-2,72,0.125,2.0,zai,0.0,2.0,39.22053050666667,0.8462174442859062,33.189097088888886,max,rare,9,2,glm-5-2,0.3333333333333333,18,6,352.98477456
140,39,3.197281926597938,2.498947351627907,mini_swe_agent_glm_5_2_high,97,mini-swe-agent,0,2.98279345,glm-5-2,140,0.30714285714285716,2.0,zai,-1.0,1.0,9.711420534883722,0.7426795243135017,7.212473183255814,high,contested,43,2,glm-5-2,0.5714285714285714,35,20,417.591083
139,39,3.8939830301123597,4.3368807368,mini_swe_agent_glm_5_2_max,89,mini-swe-agent,0,4.053298751942446,glm-5-2,139,0.3597122302158273,1.0,zai,1.0,2.0,11.2681705304,0.6151211303467867,6.9312897936,max,contested,50,2,glm-5-2,0.7428571428571429,35,26,563.40852652
240,39,2.6419094115151514,2.3671922914814814,mini_swe_agent_glm_5_2_high,132,mini-swe-agent,0,2.5182867075,glm-5-2,240,0.45,2.0,zai,-1.0,1.0,5.596192683333333,0.576999502084428,3.229000391851852,high,common,108,2,glm-5-2,0.8166666666666667,60,49,604.3888098
239,39,3.3186219485148514,3.7129296417391306,mini_swe_agent_glm_5_2_max,101,mini-swe-agent,0,3.5462975203347282,glm-5-2,239,0.5774058577405857,1.0,zai,1.0,2.0,6.141776140289855,0.39546320853630096,2.4288464985507248,max,common,138,2,glm-5-2,0.9166666666666666,60,55,847.5651073600001
72,40,5.957153863636364,7.1723510882352945,mini_swe_agent_gpt_5_4_xhigh,55,mini-swe-agent,0,6.244075430555555,gpt-5-4,72,0.2361111111111111,1.0,openai,0.0,1.0,26.44549594117647,0.7287874236055556,19.27314485294118,xhigh,rare,17,1,gpt-5-4,0.4444444444444444,18,8,449.573431
148,40,5.2234895698924735,7.9953188,mini_swe_agent_gpt_5_4_xhigh,93,mini-swe-agent,0,6.253561243243244,gpt-5-4,148,0.3716216216216216,1.0,openai,0.0,1.0,16.8277648,0.5248733925732074,8.832446000000001,xhigh,contested,55,1,gpt-5-4,0.7027027027027027,37,26,925.527064
232,40,5.112409535714286,5.07371437654321,mini_swe_agent_gpt_5_4_xhigh,70,mini-swe-agent,0,5.085389640086207,gpt-5-4,232,0.6982758620689655,1.0,openai,0.0,1.0,7.282780225308642,0.3033272706882779,2.209065848765432,xhigh,common,162,1,gpt-5-4,0.9310344827586207,58,54,1179.8103965
76,37,6.508187631578947,6.264476263157895,mini_swe_agent_gpt_5_5_high,57,mini-swe-agent,0,6.4472597894736845,gpt-5-5,76,0.25,2.0,openai,0.0,2.0,25.789039157894734,0.7570876439093635,19.52456289473684,high,rare,19,4,gpt-5-5,0.631578947368421,19,12,489.991744
76,37,1.5034476447368421,,mini_swe_agent_gpt_5_5_low,76,mini-swe-agent,0,1.5034476447368421,gpt-5-5,76,0.0,4.0,openai,,,,,,low,rare,0,4,gpt-5-5,0.0,19,0,114.262021
76,37,3.17073985,4.0676234375,mini_swe_agent_gpt_5_5_medium,60,mini-swe-agent,0,3.359557447368421,gpt-5-5,76,0.21052631578947367,3.0,openai,-2.0,1.0,15.957897875,0.7451028030532499,11.8902744375,medium,rare,16,4,gpt-5-5,0.47368421052631576,19,9,255.326366
76,37,8.423459833333332,10.422210318181818,mini_swe_agent_gpt_5_5_xhigh,54,mini-swe-agent,0,9.0020455,gpt-5-5,76,0.2894736842105263,1.0,openai,2.0,3.0,31.097975363636362,0.6648588791935063,20.675765045454543,xhigh,rare,22,4,gpt-5-5,0.7368421052631579,19,14,684.155458
124,37,4.297651283333333,4.935124375,mini_swe_agent_gpt_5_5_high,60,mini-swe-agent,0,4.6266696532258065,gpt-5-5,124,0.5161290322580645,2.0,openai,1.0,3.0,8.964172453125,0.44946124131295945,4.029048078124999,high,contested,64,4,gpt-5-5,0.9032258064516129,31,28,573.707037
124,37,1.0851870297029704,0.9576633043478261,mini_swe_agent_gpt_5_5_low,101,mini-swe-agent,0,1.061533435483871,gpt-5-5,124,0.18548387096774194,4.0,openai,-3.0,1.0,5.723049826086957,0.8326655658347444,4.765386521739131,low,contested,23,4,gpt-5-5,0.3225806451612903,31,10,131.630146
