conditional_failed_spend_usd_ci_high,conditional_failed_spend_usd_ci_low,conditional_successful_spend_usd_ci_high,conditional_successful_spend_usd_ci_low,config,defined_cpsc_rank_replicates,defined_cpsc_replicates,pass_rate_ci_high,pass_rate_ci_low,pass_rate_rank_ci_high,pass_rate_rank_ci_low,rank_displacement_ci_high,rank_displacement_ci_low,realized_cpsc_rank_ci_high,realized_cpsc_rank_ci_low,realized_cpsc_usd_ci_high,realized_cpsc_usd_ci_low,realized_reliability_tax_share_ci_high,realized_reliability_tax_share_ci_low,realized_reliability_tax_usd_ci_high,realized_reliability_tax_usd_ci_low
1.7712424067465868,1.3157693230815988,1.7889726345421466,1.3301601287963563,mini_swe_agent_gpt_5_6_luna_xhigh,10000,10000,0.6371681415929203,0.5,21.0,12.5,-6.0,-14.0,8.0,6.0,3.2173236607036526,2.291930861448612,0.5145963086334078,0.3457021663713225,1.5930228028945423,0.8291808476040551
3.9663323712365575,3.1484446493601026,3.8183799796203823,3.0865530431804657,mini_swe_agent_gpt_5_6_sol_high,10000,10000,0.7610619469026548,0.6266666666666667,10.0,1.0,12.0,3.0,15.0,11.0,5.72212162472102,4.375642387561491,0.38951319134009127,0.23852065848446996,2.1566720213977204,1.0787154945584798
1.2172076089046489,0.9905910401526543,1.1453519352710144,0.9475069267727596,mini_swe_agent_gpt_5_6_sol_low,10000,10000,0.5243915929203532,0.38495575221238937,30.0,21.0,-16.0,-24.0,7.0,5.0,2.864508841662756,1.988386726341808,0.6348341328978848,0.4819731150798014,1.7990895356861885,0.9700290874764049
9.823576659778912,7.149220006965373,9.524650072310946,7.355306955748037,mini_swe_agent_gpt_5_6_sol_max,10000,10000,0.7946428571428571,0.6570796460176991,6.0,1.0,29.0,24.0,30.0,27.0,13.390878626489137,9.982482576924172,0.35710700249824934,0.19904442229158048,4.554406752942861,2.081541906497313
2.0771044628168505,1.6485374040940768,2.0914102771491625,1.660950562802975,mini_swe_agent_gpt_5_6_sol_medium,10000,10000,0.6792035398230089,0.5398230088495575,17.0,9.0,-1.0,-9.0,9.0,7.0,3.556710033658301,2.6377410823316763,0.4693551499299032,0.3105143276175697,1.616549739908064,0.8481171733624878
5.335441342497139,4.107212951250127,5.198384706811684,4.258119224049821,mini_swe_agent_gpt_5_6_sol_xhigh,10000,10000,0.7760532150776053,0.6385809312638581,9.0,1.0,17.0,9.0,20.0,15.0,7.568398097502548,5.844232265504139,0.3706941156048672,0.2175531453498934,2.7395158524914085,1.3076172870677234
1.2869603631890307,1.0765181510364248,1.1772630753667372,1.018396495875984,mini_swe_agent_gpt_5_6_terra_high,10000,10000,0.6017699115044248,0.47123893805309736,24.0,15.0,-10.0,-20.0,6.0,3.0,2.4550840772783484,1.8301302632671956,0.5514416360979757,0.40998082944055936,1.3448720366399078,0.7571565154410271
0.46774081099583886,0.41123968631209884,0.4291752029510204,0.3577399994894543,mini_swe_agent_gpt_5_6_terra_low,10000,10000,0.30201342281879195,0.18080357142857142,38.0,36.0,-33.0,-37.0,5.0,1.0,2.3982384924107136,1.3877837734320784,0.837496035672351,0.7172318733175247,2.001192459214295,0.9998179644117644
5.879795948684208,4.330417904500906,5.505045329512905,4.383395271981226,mini_swe_agent_gpt_5_6_terra_max,10000,10000,0.7622222222222222,0.6297117516629712,9.5,1.0,18.0,10.0,21.0,16.0,8.242826731571425,6.1558418679885465,0.3812093826204597,0.2394024485863084,3.038853409403446,1.5206445809300395
0.6291123939756491,0.5539092312737905,0.6180525158887988,0.5217739350445383,mini_swe_agent_gpt_5_6_terra_medium,10000,10000,0.4174107142857143,0.28444444444444444,35.0,30.0,-28.0,-33.0,4.0,1.0,2.07567063576495,1.3737731192475742,0.7253103862636255,0.5892802132765609,1.4947016333520848,0.8156646637066222
2.4249759175613494,1.9503123761545076,2.3083653788178826,1.910581811732852,mini_swe_agent_gpt_5_6_terra_xhigh,10000,10000,0.672566371681416,0.5287610619469026,17.0,10.0,-1.0,-8.0,10.0,9.0,4.111480682100123,3.0661278302721096,0.48084958615858686,0.3314447242461346,1.9454433500106814,1.038870894866775
3.352678583716387,2.635745651451315,2.805406848421361,2.0925887423684357,mini_swe_agent_kimi_k2_7_code_default,10000,10000,0.36504424778761063,0.24778761061946902,37.0,32.0,-7.0,-13.0,29.0,21.0,11.896389905941103,7.341900113800417,0.7936936203343863,0.671439594499936,9.353139222519564,4.968683065368915
