attempts,conditional_failed_spend_usd,conditional_successful_spend_usd,config,failures,harness,imputed_cost_rows,mean_cost_per_attempt_usd,model,observed_cost_rows,pass_rate,pass_rate_rank,provider,rank_displacement,realized_cpsc_rank,realized_cpsc_usd,realized_reliability_tax_share,realized_reliability_tax_usd,reasoning_effort,stratum,successes,task_coverage_rate,tasks_in_stratum,tasks_with_any_success,total_cost_usd
118,3.7084639344835493,5.254227122807017,mini_swe_agent_claude_fable_5_low,61,mini-swe-agent,4,4.455146152572004,claude-fable-5,114,0.4830508474576271,13.0,vertex_ai,1.0,14.0,9.22293414041222,0.43030850672732013,3.968707017605202,low,contested,57,0.7419354838709677,31,23,525.7072460034965
118,19.699247023226615,24.385026644067796,mini_swe_agent_claude_fable_5_max,59,mini-swe-agent,4,22.042136833647206,claude-fable-5,114,0.5,10.0,vertex_ai,28.0,38.0,44.08427366729441,0.44685429484213657,19.699247023226615,max,contested,59,0.7419354838709677,31,23,2600.9721463703704
118,5.739154366368488,8.91042866101695,mini_swe_agent_claude_fable_5_medium,59,mini-swe-agent,4,7.324791513692718,claude-fable-5,114,0.5,10.0,vertex_ai,14.0,24.0,14.649583027385436,0.39176230174196125,5.739154366368488,medium,contested,59,0.7096774193548387,31,22,864.3253986157407
124,11.75119142825255,16.135370411764708,mini_swe_agent_claude_fable_5_xhigh,56,mini-swe-agent,4,14.155418612759217,claude-fable-5,120,0.5483870967741935,5.0,vertex_ai,27.0,32.0,25.812822176207984,0.37490870616089045,9.677451764443276,xhigh,contested,68,0.8064516129032258,31,25,1755.271907982143
124,4.30857971474359,5.059515456521739,mini_swe_agent_claude_opus_4_8_high,78,mini-swe-agent,0,4.587152651209678,claude-opus-4-8,124,0.3709677419354839,21.5,anthropic,-2.5,19.0,12.365368016304348,0.5908317932915124,7.3058525597826085,high,contested,46,0.6129032258064516,31,19,568.80692875
123,2.4752321095238097,2.602750888888889,mini_swe_agent_claude_opus_4_8_low,105,mini-swe-agent,0,2.493893394308943,claude-opus-4-8,123,0.14634146341463414,35.0,anthropic,-8.0,27.0,17.04160486111111,0.847270787575391,14.438853972222223,low,contested,18,0.41935483870967744,31,13,306.7488875
116,12.684824394366197,15.593138516666667,mini_swe_agent_claude_opus_4_8_max,71,mini-swe-agent,0,13.813049700431034,claude-opus-4-8,116,0.3879310344827586,19.0,anthropic,17.0,36.0,35.60697256111111,0.562076262172959,20.013834044444444,max,contested,45,0.6451612903225806,31,20,1602.31376525
124,3.4813442672413792,4.150888952702703,mini_swe_agent_claude_opus_4_8_medium,87,mini-swe-agent,0,3.681127762096774,claude-opus-4-8,124,0.29838709677419356,26.0,anthropic,-8.0,18.0,12.336752500000001,0.6635347144475254,8.185863547297297,medium,contested,37,0.6129032258064516,31,19,456.45984250000004
122,7.580146309859155,9.332921789215685,mini_swe_agent_claude_opus_4_8_xhigh,71,mini-swe-agent,0,8.312863928278688,claude-opus-4-8,122,0.4180327868852459,17.0,anthropic,13.0,30.0,19.885674495098037,0.5306710973511953,10.552752705882353,xhigh,contested,51,0.7096774193548387,31,22,1014.16939925
123,5.632362940625,6.853982405555556,mini_swe_agent_claude_sonnet_4_6_high,96,mini-swe-agent,0,5.9005233109756094,claude-sonnet-4-6,123,0.21951219512195122,31.0,anthropic,2.0,33.0,26.88016175,0.7450170698635935,20.026179344444444,high,contested,27,0.4838709677419355,31,15,725.76436725
124,6.6473889,8.451529093269231,mini_swe_agent_claude_sonnet_5_high,72,mini-swe-agent,0,7.403963819758065,claude-sonnet-5,124,0.41935483870967744,16.0,anthropic,12.0,28.0,17.65560603173077,0.5213118667192682,9.204076938461538,high,contested,52,0.8064516129032258,31,25,918.09151365
121,2.301952296,2.0997550357142853,mini_swe_agent_claude_sonnet_5_low,100,mini-swe-agent,0,2.266860209504132,claude-sonnet-5,121,0.17355371900826447,33.0,anthropic,-11.0,22.0,13.061432635714285,0.8392400669760484,10.9616776,low,contested,21,0.4838709677419355,31,15,274.29008534999997
121,21.7202989825,30.356610959016393,mini_swe_agent_claude_sonnet_5_max,60,mini-swe-agent,0,26.074142210330578,claude-sonnet-5,121,0.5041322314049587,8.0,anthropic,31.0,39.0,51.72083946639344,0.41306809262558175,21.36422850737705,max,contested,61,0.7419354838709677,31,23,3154.97120745
123,4.109883125274725,4.163585625,mini_swe_agent_claude_sonnet_5_medium,91,mini-swe-agent,0,4.123854507317073,claude-sonnet-5,123,0.2601626016260163,28.0,anthropic,-2.0,26.0,15.8510657625,0.737330871792224,11.687480137499998,medium,contested,32,0.5161290322580645,31,16,507.2341044
123,10.747112991549296,14.04428412403846,mini_swe_agent_claude_sonnet_5_xhigh,71,mini-swe-agent,0,12.141038998780488,claude-sonnet-5,123,0.42276422764227645,15.0,anthropic,20.0,35.0,28.718226862499996,0.5109627000552267,14.67394273846154,xhigh,contested,52,0.7741935483870968,31,24,1493.34779685
124,8.305494783193277,18.557767719999998,mini_swe_agent_gemini_3_1_pro_preview_high,119,mini-swe-agent,0,8.718892885483871,gemini-3-1-pro-preview,124,0.04032258064516129,39.0,vertex_ai,1.0,40.0,216.22854356,0.9141752175061453,197.67077584,high,contested,5,0.16129032258064516,31,5,1081.1427178
124,6.995661687,8.240698881250001,mini_swe_agent_gemini_3_5_flash_medium,100,mini-swe-agent,0,7.236636627822581,gemini-3-5-flash,124,0.1935483870967742,32.0,vertex_ai,5.0,37.0,37.38928924375,0.7795973379561497,29.148590362500002,medium,contested,24,0.5161290322580645,31,16,897.34294185
124,3.2103407357446807,2.3853011066666667,mini_swe_agent_glm_5_2_high,94,mini-swe-agent,0,3.0107343738709678,glm-5-2,124,0.24193548387096775,29.0,zai,-9.0,20.0,12.444368745333334,0.8083228522490415,10.059067638666667,high,contested,30,0.5161290322580645,31,16,373.33106236000003
123,3.9452211314285717,4.45561416923077,mini_swe_agent_glm_5_2_max,84,mini-swe-agent,0,4.107053070243903,glm-5-2,123,0.3170731707317073,25.0,zai,-4.0,21.0,12.95301352923077,0.6560171762983272,8.49739936,max,contested,39,0.7096774193548387,31,22,505.16752764
124,5.16486831097561,9.029168142857143,mini_swe_agent_gpt_5_4_xhigh,82,mini-swe-agent,0,6.473744060483871,gpt-5-4,124,0.3387096774193548,24.0,openai,5.0,29.0,19.112958654761904,0.5275891971540698,10.083790511904763,xhigh,contested,42,0.6451612903225806,31,20,802.7442635
124,4.789783048387097,5.3488707419354835,mini_swe_agent_gpt_5_5_high,62,mini-swe-agent,0,5.06932689516129,gpt-5-5,124,0.5,10.0,openai,7.0,17.0,10.13865379032258,0.47242791276283447,4.789783048387097,high,contested,62,0.9354838709677419,31,29,628.596535
124,1.1695254528301888,0.9618723333333334,mini_swe_agent_gpt_5_5_low,106,mini-swe-agent,0,1.139382258064516,gpt-5-5,124,0.14516129032258066,36.0,openai,-24.0,12.0,7.849077777777778,0.8774540958102652,6.8872054444444455,low,contested,18,0.25806451612903225,31,8,141.2834
124,2.793139346153846,2.7460979130434784,mini_swe_agent_gpt_5_5_medium,78,mini-swe-agent,0,2.775688491935484,gpt-5-5,124,0.3709677419354839,21.5,openai,-10.5,11.0,7.482290717391305,0.632987006684912,4.736192804347826,medium,contested,46,0.7419354838709677,31,23,344.185373
124,5.977482423728813,8.750576584615384,mini_swe_agent_gpt_5_5_xhigh,59,mini-swe-agent,0,7.431120491935484,gpt-5-5,124,0.5241935483870968,6.0,openai,17.0,23.0,14.1762914,0.3827316088737154,5.425714815384615,xhigh,contested,65,0.7741935483870968,31,24,921.458941
124,0.8315102263736264,0.7634372424242424,mini_swe_agent_gpt_5_6_luna_high,91,mini-swe-agent,0,0.8133940290322581,gpt-5-6-luna,124,0.2661290322580645,27.0,openai,-26.0,1.0,3.056389684848485,0.7502159995471623,2.2929524424242427,high,contested,33,0.6451612903225806,31,20,100.8608596
124,0.07261008225806452,,mini_swe_agent_gpt_5_6_luna_low,124,mini-swe-agent,0,0.07261008225806452,gpt-5-6-luna,124,0.0,41.0,openai,,,,,,low,contested,0,0.0,31,0,9.0036502
124,2.8719021345454547,4.343732391304348,mini_swe_agent_gpt_5_6_luna_max,55,mini-swe-agent,0,3.6909044548387095,gpt-5-6-luna,124,0.5564516129032258,4.0,openai,6.0,10.0,6.632929744927536,0.34512612701405865,2.2891973536231887,max,contested,69,0.8709677419354839,31,27,457.6721524
124,0.21320952231404958,0.18353160000000002,mini_swe_agent_gpt_5_6_luna_medium,121,mini-swe-agent,0,0.21249150806451614,gpt-5-6-luna,124,0.024193548387096774,40.0,openai,-27.0,13.0,8.782982333333333,0.9791037266119211,8.599450733333333,medium,contested,3,0.0967741935483871,31,3,26.348947
124,1.5260948897435898,1.8739895608695651,mini_swe_agent_gpt_5_6_luna_xhigh,78,mini-swe-agent,0,1.6551525903225806,gpt-5-6-luna,124,0.3709677419354839,21.5,openai,-16.5,5.0,4.46171567826087,0.5799845404761366,2.587726117391304,xhigh,contested,46,0.6774193548387096,31,21,205.2389212
123,3.478983153846154,3.9040534929577464,mini_swe_agent_gpt_5_6_sol_high,52,mini-swe-agent,0,3.7243489593495935,gpt-5-6-sol,123,0.5772357723577236,2.0,openai,7.0,9.0,6.452041154929577,0.3949118737448044,2.547987661971831,high,contested,71,0.8387096774193549,31,26,458.094922
124,1.0401894479166667,1.0046631428571429,mini_swe_agent_gpt_5_6_sol_low,96,mini-swe-agent,0,1.032167379032258,gpt-5-6-sol,124,0.22580645161290322,30.0,openai,-24.0,6.0,4.571026964285714,0.7802106286603069,3.5663638214285713,low,contested,28,0.5483870967741935,31,17,127.988755
122,8.440399142857142,10.097141410958905,mini_swe_agent_gpt_5_6_sol_max,49,mini-swe-agent,0,9.431728532786885,gpt-5-6-sol,122,0.5983606557377049,1.0,openai,24.0,25.0,15.762614808219178,0.3594247189435917,5.665473397260274,max,contested,73,0.8387096774193549,31,26,1150.670881
124,1.8134594366197183,2.17776120754717,mini_swe_agent_gpt_5_6_sol_medium,71,mini-swe-agent,0,1.969169064516129,gpt-5-6-sol,124,0.4274193548387097,14.0,openai,-7.0,7.0,4.607112528301887,0.527304533117219,2.429351320754717,medium,contested,53,0.7096774193548387,31,22,244.176964
123,4.47363715,5.3939499841269845,mini_swe_agent_gpt_5_6_sol_xhigh,60,mini-swe-agent,0,4.945016894308943,gpt-5-6-sol,123,0.5121951219512195,7.0,openai,8.0,15.0,9.654556793650794,0.4413052717578654,4.260606809523809,xhigh,contested,63,0.7741935483870968,31,24,608.237078
124,1.149484064102564,1.1346392934782608,mini_swe_agent_gpt_5_6_terra_high,78,mini-swe-agent,0,1.143977133064516,gpt-5-6-terra,124,0.3709677419354839,21.5,openai,-19.5,2.0,3.083764445652174,0.6320603231942704,1.949125152173913,high,contested,46,0.8064516129032258,31,25,141.8531645
122,0.43251785454545455,0.34897229166666666,mini_swe_agent_gpt_5_6_terra_low,110,mini-swe-agent,0,0.4243002581967213,gpt-5-6-terra,122,0.09836065573770492,38.0,openai,-34.0,4.0,4.313719291666667,0.9191017615956562,3.9647469999999996,low,contested,12,0.22580645161290322,31,7,51.7646315
124,4.812623518518518,6.176494442857143,mini_swe_agent_gpt_5_6_terra_max,54,mini-swe-agent,0,5.582550653225806,gpt-5-6-terra,124,0.5645161290322581,3.0,openai,13.0,16.0,9.889089728571427,0.3754233592388088,3.7125952857142854,max,contested,70,0.9032258064516129,31,28,692.236281
124,0.568893980952381,0.5449272105263158,mini_swe_agent_gpt_5_6_terra_medium,105,mini-swe-agent,0,0.5652216532258064,gpt-5-6-terra,124,0.1532258064516129,34.0,openai,-31.0,3.0,3.688815,0.8522758092974801,3.143887789473684,medium,contested,19,0.45161290322580644,31,14,70.087485
124,2.115986006756757,2.48037605,mini_swe_agent_gpt_5_6_terra_xhigh,74,mini-swe-agent,0,2.2629174758064514,gpt-5-6-terra,124,0.4032258064516129,18.0,openai,-10.0,8.0,5.61203534,0.5580255825687654,3.13165929,xhigh,contested,50,0.7741935483870968,31,24,280.601767
124,3.360500089816514,2.4722023466666667,mini_swe_agent_kimi_k2_7_code_default,109,mini-swe-agent,0,3.2530447176612904,kimi-k2-7-code,124,0.12096774193548387,37.0,openrouter,-3.0,34.0,26.891836332666667,0.9080686675285325,24.419633986,,contested,15,0.3225806451612903,31,10,403.37754499
249,6.382195720588236,8.185326406976744,mini_swe_agent_claude_fable_5_high,34,mini-swe-agent,0,7.939115791164659,claude-fable-5,249,0.8634538152610441,7.0,vertex_ai,24.0,31.0,9.194603869767443,0.10976845518155261,1.0092774627906977,high,common,215,0.9846153846153847,65,64,1976.8398320000001
249,3.7463588384615383,3.0112408722826087,mini_swe_agent_claude_fable_5_low,65,mini-swe-agent,0,3.2031391365461848,claude-fable-5,249,0.7389558232931727,16.0,vertex_ai,0.0,16.0,4.33468285326087,0.3053146045004584,1.323441980978261,low,common,184,0.9384615384615385,65,61,797.581645
253,18.399402921874998,20.781866719457014,mini_swe_agent_claude_fable_5_max,32,mini-swe-agent,0,20.480527424901187,claude-fable-5,253,0.8735177865612648,5.0,vertex_ai,34.0,39.0,23.44603365837104,0.11362974982179248,2.6641669389140272,max,common,221,0.9692307692307692,65,63,5181.5734385
253,4.707228943181819,5.229340593301435,mini_swe_agent_claude_fable_5_medium,44,mini-swe-agent,0,5.138538567193676,claude-fable-5,253,0.8260869565217391,10.0,vertex_ai,16.0,26.0,6.220336160287082,0.15931543592652223,0.990995566985646,medium,common,209,0.9692307692307692,65,63,1300.0502575
260,11.924707515151516,12.219484504405287,mini_swe_agent_claude_fable_5_xhigh,33,mini-swe-agent,0,12.182070501923077,claude-fable-5,260,0.8730769230769231,6.0,vertex_ai,30.0,36.0,13.953032292951542,0.12424165243435777,1.7335477885462556,xhigh,common,227,0.9846153846153847,65,64,3167.3383305
260,3.259161490853659,4.116744556179776,mini_swe_agent_claude_opus_4_8_high,82,mini-swe-agent,0,3.8462760509615386,claude-opus-4-8,260,0.6846153846153846,21.0,anthropic,2.0,23.0,5.618156029494382,0.2672427510792593,1.501411473314607,high,common,178,0.9538461538461539,65,62,1000.03177325
